entry_ts,exit_ts,side,entry_px,exit_px,exit_reason,pnl_pts,pnl_usd,year,month,day
2024-01-02 17:00:00+00:00,2024-01-02 18:00:00.364000+00:00,LONG,16604.481,16544.429,timeout,-60.05199999999968,-120.84399999999935,2024,2024-01,2024-01-02
2024-01-03 17:00:00+00:00,2024-01-03 18:00:00.125000+00:00,LONG,16389.403,16425.229,timeout,35.82600000000093,70.91200000000187,2024,2024-01,2024-01-03
2024-01-04 17:00:00+00:00,2024-01-04 18:00:00.077000+00:00,LONG,16362.031,16342.679,timeout,-19.35200000000077,-39.444000000001544,2024,2024-01,2024-01-04
2024-01-05 17:00:00+00:00,2024-01-05 18:00:00.234000+00:00,LONG,16357.421,16307.739,timeout,-49.6820000000007,-100.10400000000139,2024,2024-01,2024-01-05
2024-01-08 17:00:00+00:00,2024-01-08 18:00:00.301000+00:00,LONG,16520.991,16558.909,timeout,37.917999999997846,75.0959999999957,2024,2024-01,2024-01-08
2024-01-09 17:00:00+00:00,2024-01-09 18:00:00.592000+00:00,LONG,16683.111,16694.069,timeout,10.95799999999872,21.17599999999744,2024,2024-01,2024-01-09
2024-01-10 17:00:00+00:00,2024-01-10 18:00:00.147000+00:00,LONG,16728.791,16758.889,timeout,30.097999999998137,59.45599999999627,2024,2024-01,2024-01-10
2024-01-11 17:00:00+00:00,2024-01-11 18:00:00.107000+00:00,LONG,16633.803,16696.937,timeout,63.13400000000183,125.52800000000367,2024,2024-01,2024-01-11
2024-01-12 17:00:00+00:00,2024-01-12 18:00:00.156000+00:00,LONG,16789.593,16814.369,timeout,24.77599999999802,48.81199999999604,2024,2024-01,2024-01-12
2024-01-15 17:00:00+00:00,2024-01-15 23:00:00.677000+00:00,LONG,16824.558,16820.049,timeout,-4.5090000000018335,-9.758000000003667,2024,2024-01,2024-01-15
2024-01-16 17:00:00+00:00,2024-01-16 18:00:00.212000+00:00,LONG,16814.257,16760.581,timeout,-53.676000000003114,-108.09200000000622,2024,2024-01,2024-01-16
2024-01-17 17:00:00+00:00,2024-01-17 18:00:00.273000+00:00,LONG,16682.059,16678.103,timeout,-3.95600000000195,-8.6520000000039,2024,2024-01,2024-01-17
